5,105.0,70.0,113.4,52.5,131.6,52.5,140.0,70.0,122.5,78.4,
5,175.0,35.0,192.5,26.6,210.0,35.0,201.6,52.5,183.4,52.5,
5,175.0,70.0,183.4,52.5,201.6,52.5,210.0,70.0,192.5,78.4,
5,140.0,35.0,157.5,43.4,157.5,61.6,140.0,70.0,131.6,52.5,
5,157.5,43.4,175.0,35.0,183.4,52.5,175.0,70.0,157.5,61.6,
5,192.5,8.4,210.0,0.0,218.4,17.5,210.0,35.0,192.5,26.6,
5,245.0,35.0,262.5,26.6,280.0,35.0,271.6,52.5,253.4,52.5,
5,210.0,35.0,218.4,17.5,236.6,17.5,245.0,35.0,227.5,43.4,
5,245.0,70.0,253.4,52.5,271.6,52.5,280.0,70.0,262.5,78.4,
5,210.0,35.0,227.5,43.4,227.5,61.6,210.0,70.0,201.6,52.5,
5,245.0,0.0,262.5,8.4,262.5,26.6,245.0,35.0,236.6,17.5,
5,227.5,43.4,245.0,35.0,253.4,52.5,245.0,70.0,227.5,61.6,
5,262.5,8.4,280.0,0.0,288.4,17.5,280.0,35.0,262.5,26.6,
5,280.0,0.0,297.5,-8.4,315.0,0.0,306.6,17.5,288.4,17.5,
5,315.0,35.0,332.5,26.6,350.0,35.0,341.6,52.5,323.4,52.5,
5,280.0,35.0,288.4,17.5,306.6,17.5,315.0,35.0,297.5,43.4,
5,315.0,70.0,323.4,52.5,341.6,52.5,350.0,70.0,332.5,78.4,
5,280.0,35.0,297.5,43.4,297.5,61.6,280.0,70.0,271.6,52.5,
5,315.0,0.0,332.5,8.4,332.5,26.6,315.0,35.0,306.6,17.5,
5,297.5,43.4,315.0,35.0,323.4,52.5,315.0,70.0,297.5,61.6,
5,332.5,8.4,350.0,0.0,358.4,17.5,350.0,35.0,332.5,26.6,
5,385.0,35.0,402.5,26.6,420.0,35.0,411.6,52.5,393.4,52.5,
5,350.0,35.0,358.4,17.5,376.6,17.5,385.0,35.0,367.5,43.4,
5,385.0,70.0,393.4,52.5,411.6,52.5,420.0,70.0,402.5,78.4,
5,350.0,35.0,367.5,43.4,367.5,61.6,350.0,70.0,341.6,52.5,
5,385.0,0.0,402.5,8.4,402.5,26.6,385.0,35.0,376.6,17.5,
5,367.5,43.4,385.0,35.0,393.4,52.5,385.0,70.0,367.5,61.6,
5,455.0,70.0,463.4,52.5,481.6,52.5,490.0,70.0,472.5,78.4,
5,420.0,35.0,437.5,43.4,437.5,61.6,420.0,70.0,411.6,52.5,
5,437.5,43.4,455.0,35.0,463.4,52.5,455.0,70.0,437.5,61.6,
5,35.0,140.0,43.4,122.5,61.6,122.5,70.0,140.0,52.5,148.4,
5,105.0,105.0,122.5,96.6,140.0,105.0,131.6,122.5,113.4,122.5,
5,70.0,105.0,78.4,87.5,96.6,87.5,105.0,105.0,87.5,113.4,
5,105.0,140.0,113.4,122.5,131.6,122.5,140.0,140.0,122.5,148.4,
5,70.0,105.0,87.5,113.4,87.5,131.6,70.0,140.0,61.6,122.5,
5,105.0,70.0,122.5,78.4,122.5,96.6,105.0,105.0,96.6,87.5,
5,87.5,113.4,105.0,105.0,113.4,122.5,105.0,140.0,87.5,131.6,
5,122.5,78.4,140.0,70.0,148.4,87.5,140.0,105.0,122.5,96.6,
5,140.0,70.0,157.5,61.6,175.0,70.0,166.6,87.5,148.4,87.5,
5,175.0,105.0,192.5,96.6,210.0,105.0,201.6,122.5,183.4,122.5,
5,140.0,105.0,148.4,87.5,166.6,87.5,175.0,105.0,157.5,113.4,
5,175.0,140.0,183.4,122.5,201.6,122.5,210.0,140.0,192.5,148.4,
5,140.0,105.0,157.5,113.4,157.5,131.6,140.0,140.0,131.6,122.5,
5,175.0,70.0,192.5,78.4,192.5,96.6,175.0,105.0,166.6,87.5,
5,157.5,113.4,175.0,105.0,183.4,122.5,175.0,140.0,157.5,131.6,
5,192.5,78.4,210.0,70.0,218.4,87.5,210.0,105.0,192.5,96.6,
5,210.0,70.0,227.5,61.6,245.0,70.0,236.6,87.5,218.4,87.5,
5,245.0,105.0,262.5,96.6,280.0,105.0,271.6,122.5,253.4,122.5,
5,210.0,105.0,218.4,87.5,236.6,87.5,245.0,105.0,227.5,113.4,
5,245.0,140.0,253.4,122.5,271.6,122.5,280.0,140.0,262.5,148.4,
5,210.0,105.0,227.5,113.4,227.5,131.6,210.0,140.0,201.6,122.5,
5,245.0,70.0,262.5,78.4,262.5,96.6,245.0,105.0,236.6,87.5,
5,227.5,113.4,245.0,105.0,253.4,122.5,245.0,140.0,227.5,131.6,
