4,328.0,359.48196,335.0,371.60632,314.0,383.73068,314.0,359.48196,
4,342.0,383.73068,335.0,395.85504,314.0,383.73068,335.0,371.60632,
4,328.0,407.9794,314.0,407.9794,314.0,383.73068,335.0,395.85504,
4,300.0,407.9794,293.0,395.85504,314.0,383.73068,314.0,407.9794,
4,286.0,383.73068,293.0,371.60632,314.0,383.73068,293.0,395.85504,
4,300.0,359.48196,314.0,359.48196,314.0,383.73068,293.0,371.60632,
4,370.0,335.23322,377.0,347.35757,356.0,359.48193,356.0,335.23322,
4,384.0,359.48193,377.0,371.6063,356.0,359.48193,377.0,347.35757,
4,370.0,383.73065,356.0,383.73065,356.0,359.48193,377.0,371.6063,
4,342.0,383.73065,335.0,371.6063,356.0,359.48193,356.0,383.73065,
4,328.0,359.48193,335.0,347.35757,356.0,359.48193,335.0,371.6063,
4,342.0,335.23322,356.0,335.23322,356.0,359.48193,335.0,347.35757,
4,412.0,310.98453,419.0,323.1089,398.0,335.23325,398.0,310.98453,
4,426.0,335.23325,419.0,347.3576,398.0,335.23325,419.0,323.1089,
4,412.0,359.48196,398.0,359.48196,398.0,335.23325,419.0,347.3576,
4,384.0,359.48196,377.0,347.3576,398.0,335.23325,398.0,359.48196,
4,370.0,335.23325,377.0,323.1089,398.0,335.23325,377.0,347.3576,
4,384.0,310.98453,398.0,310.98453,398.0,335.23325,377.0,323.1089,
4,454.0,286.7358,461.0,298.86017,440.0,310.98453,440.0,286.7358,
4,468.0,310.98453,461.0,323.1089,440.0,310.98453,461.0,298.86017,
4,454.0,335.23325,440.0,335.23325,440.0,310.98453,461.0,323.1089,
4,426.0,335.23325,419.0,323.1089,440.0,310.98453,440.0,335.23325,
4,412.0,310.98453,419.0,298.86017,440.0,310.98453,419.0,323.1089,
4,426.0,286.7358,440.0,286.7358,440.0,310.98453,419.0,298.86017,
4,496.0,262.48712,503.0,274.61148,482.0,286.73584,482.0,262.48712,
4,510.0,286.73584,503.0,298.8602,482.0,286.73584,503.0,274.61148,
4,496.0,310.98456,482.0,310.98456,482.0,286.73584,503.0,298.8602,
4,468.0,310.98456,461.0,298.8602,482.0,286.73584,482.0,310.98456,
4,454.0,286.73584,461.0,274.61148,482.0,286.73584,461.0,298.8602,
4,468.0,262.48712,482.0,262.48712,482.0,286.73584,461.0,274.61148,
4,328.0,407.97937,335.0,420.10373,314.0,432.2281,314.0,407.97937,
4,342.0,432.2281,335.0,444.35245,314.0,432.2281,335.0,420.10373,
4,328.0,456.4768,314.0,456.4768,314.0,432.2281,335.0,444.35245,
4,300.0,456.4768,293.0,444.35245,314.0,432.2281,314.0,456.4768,
4,286.0,432.2281,293.0,420.10373,314.0,432.2281,293.0,444.35245,
4,300.0,407.97937,314.0,407.97937,314.0,432.2281,293.0,420.10373,
4,370.0,383.73065,377.0,395.855,356.0,407.97937,356.0,383.73065,
4,384.0,407.97937,377.0,420.10373,356.0,407.97937,377.0,395.855,
4,370.0,432.2281,356.0,432.2281,356.0,407.97937,377.0,420.10373,
4,342.0,432.2281,335.0,420.10373,356.0,407.97937,356.0,432.2281,
4,328.0,407.97937,335.0,395.855,356.0,407.97937,335.0,420.10373,
4,342.0,383.73065,356.0,383.73065,356.0,407.97937,335.0,395.855,
4,412.0,359.48196,419.0,371.60632,398.0,383.73068,398.0,359.48196,
4,426.0,383.73068,419.0,395.85504,398.0,383.73068,419.0,371.60632,
4,412.0,407.9794,398.0,407.9794,398.0,383.73068,419.0,395.85504,
4,384.0,407.9794,377.0,395.85504,398.0,383.73068,398.0,407.9794,
4,370.0,383.73068,377.0,371.60632,398.0,383.73068,377.0,395.85504,
4,384.0,359.48196,398.0,359.48196,398.0,383.73068,377.0,371.60632,
4,454.0,335.23322,461.0,347.35757,440.0,359.48193,440.0,335.23322,
4,468.0,359.48193,461.0,371.6063,440.0,359.48193,461.0,347.35757,
4,454.0,383.73065,440.0,383.73065,440.0,359.48193,461.0,371.6063,
4,426.0,383.73065,419.0,371.6063,440.0,359.48193,440.0,383.73065,
4,412.0,359.48193,419.0,347.35757,440.0,359.48193,419.0,371.6063,
4,426.0,335.23322,440.0,335.23322,440.0,359.48193,419.0,347.35757,
4,496.0,310.98453,503.0,323.1089,482.0,335.23325,482.0,310.98453,
4,510.0,335.23325,503.0,347.3576,482.0,335.23325,503.0,323.1089,
4,496.0,359.48196,482.0,359.48196,482.0,335.23325,503.0,347.3576,
4,468.0,359.48196,461.0,347.3576,482.0,335.23325,482.0,359.48196,
4,454.0,335.23325,461.0,323.1089,482.0,335.23325,461.0,347.3576,
4,468.0,310.98453,482.0,310.98453,482.0,335.23325,461.0,323.1089,
4,538.0,286.7358,545.0,298.86017,524.0,310.98453,524.0,286.7358,
4,552.0,310.98453,545.0,323.1089,524.0,310.98453,545.0,298.86017,
4,538.0,335.23325,524.0,335.23325,524.0,310.98453,545.0,323.1089,
4,510.0,335.23325,503.0,323.1089,524.0,310.98453,524.0,335.23325,
4,496.0,310.98453,503.0,298.86017,524.0,310.98453,503.0,323.1089,
4,510.0,286.7358,524.0,286.7358,524.0,310.98453,503.0,298.86017,
